temp_avg_c,temp_max_c,temp_min_c,precipitation_mm,humidity_pct,wind_speed_ms,solar_radiation_MJm2,season_encoded,fire_risk
-0.543520829143108,-0.6627778844339545,-0.05318667851038628,0.6236866525093556,1.1081997563141814,1.123958758352124,0.033074129549529145,1,0
-0.15258639020191792,-0.34456370217341414,0.2661567026606248,0.28944020620482325,0.7860169948557211,-0.3062694568367256,-0.13934190700448348,1,0
0.1296981959884394,-0.12658114982666757,0.2152977494269238,0.7348888515518297,-0.3485072858652831,-0.8004404725771711,1.3200089396302028,1,0
0.8364996185670656,0.2237830613104982,1.0698184322927256,0.7910281419697016,0.17266158757866315,-1.343390973572974,0.8135550432551559,1,0
0.6102929780747787,0.06449113022973367,0.7177652660552172,-1.1363470769580657,0.32646121822947327,-0.4691327409662519,0.6101561118122072,1,1
-0.26571335017762043,-0.25331156646524955,-0.010407596946064846,-0.9632469449037262,0.9323550423701241,0.45522899695376035,-1.3586384361535027,0,1
-1.3817028542351613,-0.2811567448368116,-1.9712290215045232,-0.9385499626470356,-0.165590384515815,1.610304683295127,0.6579026966548651,0,1
-1.2483030324872406,0.4649792002321462,-2.513016107222923,-1.9786636693825015,-2.0190626829370326,2.081961480048227,1.214597856181304,0,1
-0.19038282239705673,1.976121193020875,-2.6344366716048646,-1.6915268662300775,-2.067001236645132,2.196450273293058,1.9044717243833489,0,1
1.5761571377966812,3.4044850243198495,-1.2688577207007388,-1.549779343854147,-2.067001236645132,2.0051830116942813,1.340034765505314,0,1
2.5837526868762795,3.2883649759827467,0.6393125265477769,-1.1356354689947372,-2.067001236645132,-0.2878927637929071,1.268003858481904,1,1
0.5767595157877293,0.6738001941376427,0.447241003585499,1.2154753825502438,-0.9992367314736346,0.034247635154958066,-0.8649340622544796,1,1
0.20198057840673697,0.1493566292910194,0.3780976468492221,0.7517043271222446,0.32531798759603675,1.3015861152031343,-1.0220436961836303,1,0
0.26127960139988604,0.09367551581509628,0.4902970353357393,-0.2014018513239117,0.10309627668112299,1.0808703652294387,-0.5955177151788765,1,0
0.7601890998187525,0.2696957642088694,0.935324169804265,1.988150072950123,0.09974188474505148,-0.5443065146439908,0.6361668856481013,1,0
0.7794528118906445,-0.012895799948755504,1.2659555564954479,1.1580025746884879,0.3840016858976594,-1.5903329112326972,0.5273624317046184,1,0
0.8378414721654993,-0.1298882158119578,1.5396427348090886,-0.04740749610011108,1.172426196394756,-0.9949788425543725,-1.12587779334445,1,0
-0.5512667498672429,-0.6517099197119712,-0.06015963011885502,0.19443157325220825,1.1496416526880435,-0.0727114369168982,-1.0178067330240947,0,0
-1.2969420060118926,-0.9008866353746129,-1.009693226402859,-0.8139288705817981,0.835969567388666,0.5151622858092574,-0.8245404134779206,0,1
-0.7962194199491172,-0.1466138804713562,-1.1098913054169277,-1.2710263588915245,-0.1662583394926456,0.9454673351370013,1.4104101535901614,0,1
-0.46531729236245917,0.18405385804935762,-0.8348958194376799,-0.5141565411561568,-0.7090150039764814,0.7187527796009644,0.5277943612823166,0,1
-0.3628341896079152,-0.3469411869182386,-0.14438134993315918,1.1689637292832853,-0.2835486643677976,-0.5413440013956065,0.04076906264195869,0,1
-0.1537754594003567,-0.1499074644130555,-0.10155303098357776,0.8519573313676244,-0.040390787632887074,-0.16480445292429483,0.33283705643928413,1,0
-1.2843476411437225,-1.18710249007247,-0.9214176285350753,0.8029460803807391,0.41899867309756766,0.6578566739397421,-0.5755665783095119,1,0
-1.7893584925450483,-1.7717394142196405,-0.8269170183873671,0.8041659797464449,1.8716594495519598,1.7173254743929902,-1.8204927536559528,1,0
-1.1363486766843407,-1.0969144161571711,-0.4911821097238339,0.028052847506953624,1.5299330411372603,1.764593431311401,-0.32239310108562763,1,0
-0.8201332599902247,-0.9013624722070278,-0.23005440029408886,0.014035964599040381,0.7804650778710374,-0.7120588273337214,0.8404341095412324,1,0
-0.16020270633870914,-0.3245832002858115,0.01067069322209182,3.0722892900050356,0.05349242524303186,-0.548993046018864,0.4666566928753465,1,0
0.6733420684578145,-0.05265989791093768,1.1748288795570914,-0.11835899597314589,1.0962407931711844,-0.8025389194614434,-0.48026340697215075,1,0
-0.4701876285517629,-0.6179794327848179,-0.1245574407705533,-0.8849222297467932,0.269956080775395,-1.0612445034782905,-0.29646470510488787,0,1
-1.288597273461196,-0.6083421508056313,-1.4628530186444404,-1.033935329227295,-0.20771008392065413,0.0001787327985445273,0.16704196469699903,0,1
-1.0849626194115956,-0.5559049318734572,-1.002413127295831,-0.5039189543223908,0.20358319306732497,0.41678215835251337,-0.46088357548010606,0,1
-0.5128629513908834,-0.04136511763217016,-0.6908729505817552,0.09243243854219124,-0.0801315396971293,0.5063776111074529,0.6522686123099906,0,1
0.41110112144799815,0.33264897713742897,0.16208620377993035,-0.07200282007632623,-1.0439768696337706,-1.001891373467268,1.5683177805807447,0,1
-0.5029226750700804,-0.5211149149327935,-0.3911251276386256,0.4958065155700514,-0.6910958271940008,-0.8507826247910261,0.7446033761243687,1,0
-0.6834496314515242,-0.8994115411941234,-0.04745404008311997,0.8250238669404732,0.7213382171328575,-0.3391524721934138,0.012877305161251244,1,0
